,Open,High,Low,Close,Adj Close,Volume,CMF,CMF_Recommend,MACD_line,MACD_histogram,MACD_signal,MACD_Recommend,RSI,RSI_Recommend,DC_hband,DC_mband,DC_lband,DC_Recommend
2020-04-21 09:00:00+07:00,1195.0,1200.0,1155.0,1175.0,1175.0,0,,,,,,,,,,,,
2020-04-21 10:00:00+07:00,1180.0,1200.0,1175.0,1195.0,1195.0,4310500,,,,,,,,,,,,
2020-04-21 11:00:00+07:00,1180.0,1200.0,1180.0,1200.0,1200.0,3329300,,,,,,,,,,,,
2020-04-21 13:00:00+07:00,1200.0,1225.0,1200.0,1215.0,1215.0,6347500,,,,,,,,,,,,
2020-04-21 14:00:00+07:00,1200.0,1225.0,1200.0,1210.0,1210.0,24291700,,,,,,,,,,,,
2020-04-21 15:00:00+07:00,1210.0,1215.0,1205.0,1210.0,1210.0,10284200,,,,,,,,,,,,
2020-04-22 09:00:00+07:00,1210.0,1230.0,1180.0,1220.0,1220.0,0,,,,,,,,,,,,
2020-04-22 10:00:00+07:00,1220.0,1230.0,1210.0,1230.0,1230.0,3971300,,,,,,,,,,,,
2020-04-22 11:00:00+07:00,1225.0,1235.0,1220.0,1235.0,1235.0,3121800,,,,,,,,,,,,
2020-04-22 13:00:00+07:00,1235.0,1290.0,1230.0,1285.0,1285.0,20841900,,,,,,,,,,,,
2020-04-22 14:00:00+07:00,1235.0,1290.0,1230.0,1260.0,1260.0,51554400,,,,,,,,,,,,
2020-04-22 15:00:00+07:00,1250.0,1270.0,1250.0,1250.0,1250.0,25062500,,,,,,,,,,,,
2020-04-23 09:00:00+07:00,1265.0,1270.0,1230.0,1260.0,1260.0,0,,,,,,,,,,,,
2020-04-23 10:00:00+07:00,1255.0,1285.0,1250.0,1270.0,1270.0,15134800,,,,,,,74.22335014324541,SELL,,,,
2020-04-23 11:00:00+07:00,1275.0,1285.0,1260.0,1270.0,1270.0,4427300,,,,,,,74.22335014324541,SELL,,,,
2020-04-23 13:00:00+07:00,1270.0,1275.0,1265.0,1265.0,1265.0,3262400,,,,,,,70.83053589444731,SELL,,,,
2020-04-23 14:00:00+07:00,1270.0,1280.0,1255.0,1265.0,1265.0,26350100,,,,,,,70.83053589444731,SELL,,,,
2020-04-23 15:00:00+07:00,1265.0,1280.0,1255.0,1265.0,1265.0,17701900,,,,,,,70.83053589444731,SELL,,,,
2020-04-24 09:00:00+07:00,1250.0,1265.0,1245.0,1260.0,1260.0,0,,,,,,,67.0050957352053,HOLD,,,,
2020-04-24 10:00:00+07:00,1255.0,1260.0,1250.0,1250.0,1250.0,5710100,-0.06548748066268759,SELL,,,,,60.022892522318806,HOLD,1290.0,1222.5,1155.0,
