,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,MACD_line,MACD_histogram,MACD_signal
0,2020-04-28 13:00:00+07:00,15300.0,55,15355.0,0.0,BUY,-8.150406702727253,-0.9483252792132006,-7.202081423514052
1,2020-05-19 15:00:00+07:00,13900.0,63,15355.0,-1518.0,SELL,0.1529437303615282,1.5026511244139722,-1.349707394052444
2,2020-05-26 15:00:00+07:00,13500.0,48,13548.0,0.0,BUY,-0.004749281150282059,-0.3204937927219452,0.31574451157166317
3,2020-05-27 13:00:00+07:00,13800.0,63,13548.0,189.0,SELL,0.2188699176687976,0.022307069150693498,0.1965628485181041
4,2020-06-11 14:00:00+07:00,16600.0,59,16659.0,0.0,BUY,-0.3947480683424658,-1.4412300727960485,1.0464820044535827
5,2020-06-16 10:00:00+07:00,17600.0,80,16659.0,861.0,SELL,0.17416448187933042,0.8239316164416471,-0.6497671345623167
6,2020-06-22 14:00:00+07:00,17400.0,62,17462.0,0.0,BUY,-0.09120848439212637,-0.950878866851171,0.8596703824590446
7,2020-06-24 11:00:00+07:00,18000.0,82,17462.0,456.0,SELL,0.10741405937088189,0.4552232025449416,-0.3478091431740597
8,2020-06-29 11:00:00+07:00,17200.0,61,17261.0,0.0,BUY,-0.3885437576275024,-0.7162848440732005,0.3277410864456981
9,2020-07-08 13:00:00+07:00,17900.0,82,17261.0,557.0,SELL,0.710692525872247,1.3772676493936902,-0.6665751235214433
10,2020-07-30 14:00:00+07:00,22000.0,79,22079.0,0.0,BUY,-0.4854001182469574,-2.69516947495557,2.2097693567086125
11,2020-08-05 14:00:00+07:00,22800.0,104,22079.0,617.0,SELL,0.11699656405764358,1.735008031101855,-1.6180114670442114
12,2020-08-10 09:00:00+07:00,22000.0,79,22079.0,0.0,BUY,-0.21329665603821013,-1.4079521139531834,1.1946554579149733
13,2020-08-11 14:00:00+07:00,22800.0,104,22079.0,617.0,SELL,0.051217117360948805,0.46678611227602307,-0.41556899491507426
14,2020-08-24 15:00:00+07:00,23200.0,83,23283.0,0.0,BUY,-0.2845561963575278,-1.8474990647750307,1.5629428684175029
15,2020-08-26 13:00:00+07:00,24600.0,113,23283.0,1204.0,SELL,0.21792236538024667,0.5051571519726029,-0.28723478659235624
16,2020-08-31 09:00:00+07:00,23200.0,83,23283.0,0.0,BUY,-0.5406448857862927,-0.9306762856421711,0.3900313998558785
17,2020-09-08 15:00:00+07:00,23200.0,106,23283.0,-189.0,SELL,0.018664548965887207,0.4386012691844647,-0.4199367202185775
18,2020-09-09 10:00:00+07:00,22400.0,80,22480.0,0.0,BUY,-0.37776753402457075,-0.015071592909477238,-0.3626959411150935
19,2020-09-15 13:00:00+07:00,22000.0,101,22480.0,-581.0,SELL,0.25097848180928395,1.3499989360031688,-1.0990204541938848
20,2020-09-21 14:00:00+07:00,21800.0,78,21878.0,0.0,BUY,-0.14644503399213704,-0.5736942060468302,0.42724917205469315
21,2020-10-02 15:00:00+07:00,21000.0,96,21878.0,-974.0,SELL,0.33887744729258884,1.314959211635156,-0.9760817643425673
22,2020-10-16 14:00:00+07:00,23000.0,82,23082.0,0.0,BUY,-0.18076820023713935,-0.9505994181821303,0.769831217944991
23,2020-10-19 13:00:00+07:00,23600.0,108,23082.0,410.0,SELL,0.391992804046879,0.14337114825527078,0.2486216557916082
24,2020-10-21 14:00:00+07:00,23200.0,83,23283.0,0.0,BUY,-0.04211279812892599,-0.596046323104582,0.5539335249756561
25,2020-11-09 14:00:00+07:00,22600.0,103,23283.0,-786.0,SELL,0.46415803611759543,0.9014556682936965,-0.437297632176101
26,2020-11-19 14:00:00+07:00,24600.0,88,24688.0,0.0,BUY,-0.06848998439070897,-0.9046095613046431,0.8361195769139341
27,2020-11-20 10:00:00+07:00,25200.0,115,24688.0,397.0,SELL,0.7359277682824938,0.08382760680677859,0.6521001614757153
28,2020-11-20 15:00:00+07:00,24600.0,88,24688.0,0.0,BUY,-0.00399882485922376,-0.4354588047435707,0.4314599798843469
29,2020-11-23 13:00:00+07:00,25000.0,115,24688.0,197.0,SELL,0.38508914669728256,0.06396940308618293,0.32111974361109963
30,2020-12-03 09:00:00+07:00,25000.0,90,25090.0,0.0,BUY,-0.7847490693106352,-1.2422163005804547,0.4574672312698196
31,2020-12-14 09:00:00+07:00,25600.0,117,25090.0,393.0,SELL,0.3325833941063081,1.3676921041972159,-1.0351087100909078
