,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,CMF
32,2020-08-05 13:00:00+07:00,14400.0,51,14451.0,0.0,BUY,0.026370540598142166
33,2020-08-10 10:00:00+07:00,13300.0,61,14451.0,-1212.0,SELL,-0.15716726514722063
34,2020-08-12 14:00:00+07:00,12900.0,46,12946.0,0.0,BUY,0.03940795532191763
35,2020-08-13 09:00:00+07:00,12100.0,55,12946.0,-901.0,SELL,-0.12937465563022996
36,2020-08-13 13:00:00+07:00,12100.0,43,12143.0,0.0,BUY,0.11010405420470078
37,2020-08-14 10:00:00+07:00,11300.0,51,12143.0,-894.0,SELL,-0.04811087325762324
38,2020-08-26 14:00:00+07:00,10500.0,37,10537.0,0.0,BUY,0.05428775081559654
39,2020-09-01 10:00:00+07:00,9000.0,41,10537.0,-1578.0,SELL,-0.5113686660983034
40,2020-09-03 09:00:00+07:00,9200.0,33,9233.0,0.0,BUY,0.09737120528211825
41,2020-09-08 14:00:00+07:00,8700.0,40,9233.0,-573.0,SELL,-0.2514030084617242
42,2020-09-14 09:00:00+07:00,8600.0,30,8630.0,0.0,BUY,0.14602702517987448
43,2020-09-15 09:00:00+07:00,8600.0,39,8630.0,-69.0,SELL,-0.008599493528118068
44,2020-09-18 10:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.0026582524691485146
45,2020-09-18 11:00:00+07:00,8400.0,38,8530.0,-168.0,SELL,-0.007010657588145436
46,2020-09-25 13:00:00+07:00,7500.0,27,7527.0,0.0,BUY,0.07977182605256919
47,2020-10-01 09:00:00+07:00,7900.0,36,7527.0,337.0,SELL,-0.0840256514569338
48,2020-10-01 14:00:00+07:00,8000.0,28,8028.0,0.0,BUY,0.05343597422196333
49,2020-10-12 10:00:00+07:00,8400.0,38,8028.0,334.0,SELL,-0.06314290319327365
50,2020-10-12 13:00:00+07:00,8400.0,30,8430.0,0.0,BUY,0.18867686609112003
51,2020-10-13 09:00:00+07:00,8100.0,37,8430.0,-367.0,SELL,-0.0898043971784074
52,2020-10-13 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.29131646523932425
53,2020-10-19 09:00:00+07:00,8300.0,38,8530.0,-268.0,SELL,-0.3053539416381326
54,2020-11-06 09:00:00+07:00,6500.0,23,6523.0,0.0,BUY,0.08210626911433018
55,2020-11-12 14:00:00+07:00,6500.0,29,6523.0,-52.0,SELL,-0.03412006846582848
56,2020-11-12 15:00:00+07:00,6500.0,23,6523.0,0.0,BUY,0.004141384513450264
57,2020-11-13 09:00:00+07:00,6200.0,28,6523.0,-351.0,SELL,-0.017814628383421096
58,2020-11-19 10:00:00+07:00,6500.0,23,6523.0,0.0,BUY,0.08223623968755185
59,2020-11-20 14:00:00+07:00,6900.0,31,6523.0,346.0,SELL,-0.016615128810025748
60,2020-11-24 13:00:00+07:00,7400.0,26,7426.0,0.0,BUY,0.09952600546040759
61,2020-11-25 09:00:00+07:00,7200.0,33,7426.0,-259.0,SELL,-0.050158532701923934
62,2020-11-26 10:00:00+07:00,7300.0,26,7326.0,0.0,BUY,0.02830908032462618
63,2020-11-26 11:00:00+07:00,7100.0,32,7326.0,-258.0,SELL,-0.000486417870075896
64,2020-12-04 11:00:00+07:00,6700.0,24,6724.0,0.0,BUY,0.09619669580009794
65,2020-12-08 14:00:00+07:00,7800.0,35,6724.0,1041.0,SELL,-0.11645064343588188
66,2020-12-17 15:00:00+07:00,7200.0,25,7225.0,0.0,BUY,0.002563108919040123
67,2020-12-21 14:00:00+07:00,7200.0,33,7225.0,-58.0,SELL,-0.009780865872465292
68,2020-12-22 09:00:00+07:00,7200.0,25,7225.0,0.0,BUY,0.08926267141553552
69,2020-12-22 10:00:00+07:00,7200.0,33,7225.0,-58.0,SELL,-0.08509689124702008
70,2020-12-30 09:00:00+07:00,7000.0,25,7025.0,0.0,BUY,0.0946333784908115
71,2020-12-30 14:00:00+07:00,6700.0,30,7025.0,-355.0,SELL,-0.1500343326051556
72,2021-01-07 10:00:00+07:00,6800.0,24,6824.0,0.0,BUY,0.10878548311135229
73,2021-01-12 13:00:00+07:00,6500.0,29,6824.0,-353.0,SELL,-0.02712541807974865
74,2021-01-13 14:00:00+07:00,7300.0,26,7326.0,0.0,BUY,0.44158839429310615
75,2021-01-19 10:00:00+07:00,6700.0,30,7326.0,-656.0,SELL,-0.2819613790523611
76,2021-02-01 14:00:00+07:00,5700.0,20,5720.0,0.0,BUY,0.07039963456040238
77,2021-02-05 13:00:00+07:00,5700.0,26,5720.0,-46.0,SELL,-0.09422249910883929
78,2021-02-09 10:00:00+07:00,6000.0,21,6021.0,0.0,BUY,0.1660642717628038
79,2021-02-09 14:00:00+07:00,5700.0,26,6021.0,-347.0,SELL,-0.3144234298260162
80,2021-02-16 14:00:00+07:00,6600.0,23,6623.0,0.0,BUY,0.18402974921599144
81,2021-02-22 11:00:00+07:00,6100.0,28,6623.0,-551.0,SELL,-0.5697678098199715
82,2021-02-23 14:00:00+07:00,6600.0,23,6623.0,0.0,BUY,0.0966993321873048
83,2021-03-09 10:00:00+07:00,9000.0,41,6623.0,2336.0,SELL,-0.09095217511515008
84,2021-03-15 14:00:00+07:00,9100.0,32,9132.0,0.0,BUY,0.1975950791672673
85,2021-03-16 13:00:00+07:00,8700.0,40,9132.0,-472.0,SELL,-0.015368154616881279
86,2021-03-16 14:00:00+07:00,8800.0,31,8831.0,0.0,BUY,0.017501346532298404
87,2021-03-17 09:00:00+07:00,8600.0,39,8831.0,-270.0,SELL,-0.02335237467547618
88,2021-03-19 14:00:00+07:00,8300.0,29,8329.0,0.0,BUY,0.026815843999789358
89,2021-03-19 15:00:00+07:00,8100.0,37,8329.0,-266.0,SELL,-0.030743911424996426
90,2021-03-26 09:00:00+07:00,8000.0,28,8028.0,0.0,BUY,0.008035165591185252
91,2021-03-31 09:00:00+07:00,7900.0,36,8028.0,-164.0,SELL,-0.19999922655666447
92,2021-04-06 13:00:00+07:00,8000.0,28,8028.0,0.0,BUY,0.0017690903984362459
93,2021-04-08 15:00:00+07:00,8500.0,39,8028.0,433.0,SELL,-0.005653369925485382
94,2021-04-09 10:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.02258342968475442
95,2021-04-09 13:00:00+07:00,8400.0,38,8530.0,-168.0,SELL,-0.018293298438301964
96,2021-04-14 14:00:00+07:00,8900.0,32,8932.0,0.0,BUY,0.055840803653946405
97,2021-04-19 14:00:00+07:00,9000.0,41,8932.0,27.0,SELL,-0.056320865772860676
98,2021-04-23 10:00:00+07:00,8200.0,29,8229.0,0.0,BUY,0.0015532420009197957
99,2021-04-23 11:00:00+07:00,8200.0,37,8229.0,-66.0,SELL,-0.007497395944324523
100,2021-04-23 15:00:00+07:00,8200.0,29,8229.0,0.0,BUY,0.019218337548839705
101,2021-04-26 09:00:00+07:00,8100.0,37,8229.0,-166.0,SELL,-0.00899886199899549
102,2021-04-26 14:00:00+07:00,8300.0,29,8329.0,0.0,BUY,0.011333732564766996
103,2021-04-26 15:00:00+07:00,8200.0,37,8329.0,-166.0,SELL,-0.008590483011124004
104,2021-04-28 09:00:00+07:00,8700.0,31,8731.0,0.0,BUY,0.09269747380897697
105,2021-04-30 13:00:00+07:00,8300.0,38,8731.0,-469.0,SELL,-0.017549637074506484
106,2021-04-30 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.05666102454617937
107,2021-04-30 15:00:00+07:00,8400.0,38,8530.0,-168.0,SELL,-0.07408522321509624
108,2021-05-04 09:00:00+07:00,8300.0,29,8329.0,0.0,BUY,0.029536076533079665
109,2021-05-04 10:00:00+07:00,8300.0,38,8329.0,-67.0,SELL,-0.02247995302661807
110,2021-05-04 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.09016918167164875
111,2021-05-11 10:00:00+07:00,8200.0,37,8530.0,-367.0,SELL,-0.2691250554306007
112,2021-05-21 09:00:00+07:00,8400.0,30,8430.0,0.0,BUY,0.05188855545372045
113,2021-05-24 10:00:00+07:00,8400.0,38,8430.0,-68.0,SELL,-0.016736423378927827
114,2021-05-24 14:00:00+07:00,8400.0,30,8430.0,0.0,BUY,0.12846966690046496
115,2021-06-03 11:00:00+07:00,8900.0,40,8430.0,430.0,SELL,-0.03070624345714684
116,2021-06-04 11:00:00+07:00,8900.0,32,8932.0,0.0,BUY,0.001545526007795149
117,2021-06-04 13:00:00+07:00,8800.0,40,8932.0,-172.0,SELL,-0.012973317559950716
118,2021-06-04 14:00:00+07:00,9000.0,32,9032.0,0.0,BUY,0.053721897664140365
119,2021-06-08 09:00:00+07:00,8600.0,39,9032.0,-471.0,SELL,-0.1362397821482226
120,2021-06-14 10:00:00+07:00,9000.0,32,9032.0,0.0,BUY,0.05424929386138684
121,2021-06-18 10:00:00+07:00,11600.0,53,9032.0,2515.0,SELL,-0.00758824244298959
122,2021-06-18 11:00:00+07:00,11700.0,42,11742.0,0.0,BUY,0.006459513909334105
123,2021-06-18 15:00:00+07:00,11900.0,54,11742.0,104.0,SELL,-0.06037259597945939
124,2021-06-21 10:00:00+07:00,12300.0,44,12344.0,0.0,BUY,0.03963996364345647
125,2021-06-22 09:00:00+07:00,13000.0,59,12344.0,597.0,SELL,-0.05401555795018765
126,2021-06-23 10:00:00+07:00,13200.0,47,13247.0,0.0,BUY,0.03529220169804327
127,2021-06-25 10:00:00+07:00,13300.0,61,13247.0,-8.0,SELL,-0.017226196700901864
128,2021-07-23 10:00:00+07:00,11600.0,41,11641.0,0.0,BUY,0.011349709543704374
129,2021-07-26 15:00:00+07:00,12100.0,55,11641.0,404.0,SELL,-0.01417561314923497
130,2021-07-27 10:00:00+07:00,12500.0,45,12545.0,0.0,BUY,0.01340015848922545
131,2021-07-27 13:00:00+07:00,12500.0,57,12545.0,-102.0,SELL,-0.0064404246271754445
132,2021-07-29 10:00:00+07:00,13000.0,46,13046.0,0.0,BUY,0.0038243069844834643
133,2021-08-04 10:00:00+07:00,16200.0,74,13046.0,3080.0,SELL,-0.002756126490202439
134,2021-08-23 11:00:00+07:00,13200.0,47,13247.0,0.0,BUY,0.0006262630786798198
135,2021-08-23 13:00:00+07:00,13200.0,60,13247.0,-107.0,SELL,-0.018828277737094078
136,2021-08-23 15:00:00+07:00,13300.0,47,13347.0,0.0,BUY,0.014424072679327982
137,2021-08-26 14:00:00+07:00,12900.0,59,13347.0,-506.0,SELL,-0.043245276252962504
138,2021-09-02 10:00:00+07:00,12500.0,45,12545.0,0.0,BUY,0.05824577476774347
139,2021-09-03 09:00:00+07:00,12500.0,57,12545.0,-102.0,SELL,-0.0868015394538416
140,2021-09-06 15:00:00+07:00,12300.0,44,12344.0,0.0,BUY,0.03239020625637948
141,2021-09-07 13:00:00+07:00,12400.0,57,12344.0,-1.0,SELL,-0.005620482672562044
142,2021-09-08 10:00:00+07:00,12200.0,43,12243.0,0.0,BUY,0.06639637554786282
143,2021-09-08 14:00:00+07:00,11800.0,54,12243.0,-497.0,SELL,-0.036281664969138185
144,2021-09-14 15:00:00+07:00,11600.0,41,11641.0,0.0,BUY,0.0015006965860984954
145,2021-09-15 09:00:00+07:00,11600.0,53,11641.0,-94.0,SELL,-0.16025912505224293
146,2021-09-16 09:00:00+07:00,12100.0,43,12143.0,0.0,BUY,0.001156427554815737
147,2021-09-22 14:00:00+07:00,11900.0,54,12143.0,-297.0,SELL,-0.1669444789189626
148,2021-09-22 15:00:00+07:00,11900.0,42,11942.0,0.0,BUY,0.07886959287648299
149,2021-09-23 13:00:00+07:00,11900.0,54,11942.0,-96.0,SELL,-0.07895913185036686
150,2021-09-29 14:00:00+07:00,11100.0,39,11139.0,0.0,BUY,0.07799941748233223
151,2021-10-01 09:00:00+07:00,11000.0,50,11139.0,-189.0,SELL,-0.015209972268548906
152,2021-10-04 13:00:00+07:00,10600.0,38,10638.0,0.0,BUY,0.026708633828617448
153,2021-10-04 14:00:00+07:00,10500.0,48,10638.0,-186.0,SELL,-0.0128300574954095
154,2021-10-05 10:00:00+07:00,10000.0,36,10036.0,0.0,BUY,0.0473151935825936
155,2021-10-05 11:00:00+07:00,9800.0,45,10036.0,-281.0,SELL,-0.20353008507830228
156,2021-10-26 14:00:00+07:00,9700.0,34,9734.0,0.0,BUY,0.036140291763876266
157,2021-10-27 10:00:00+07:00,9800.0,45,9734.0,21.0,SELL,-0.04644204943915201
158,2021-10-27 15:00:00+07:00,10000.0,36,10036.0,0.0,BUY,0.007672584680630468
159,2021-11-03 15:00:00+07:00,10800.0,49,10036.0,715.0,SELL,-0.025540991594699476
160,2021-11-08 11:00:00+07:00,11100.0,39,11139.0,0.0,BUY,0.001077392958492111
161,2021-11-12 15:00:00+07:00,11400.0,52,11139.0,209.0,SELL,-0.08725100414568246
162,2021-11-19 13:00:00+07:00,10300.0,37,10337.0,0.0,BUY,0.0386967067937761
163,2021-11-22 09:00:00+07:00,10100.0,46,10337.0,-283.0,SELL,-0.010604571052039493
164,2021-11-22 10:00:00+07:00,10000.0,36,10036.0,0.0,BUY,0.040874462366468085
165,2021-11-22 14:00:00+07:00,9500.0,43,10036.0,-579.0,SELL,-0.32483538051629635
166,2021-11-26 10:00:00+07:00,9300.0,33,9333.0,0.0,BUY,0.008141551773102001
167,2021-11-26 11:00:00+07:00,9100.0,41,9333.0,-274.0,SELL,-0.047997253197449845
168,2021-11-26 13:00:00+07:00,9100.0,32,9132.0,0.0,BUY,0.004913861489516206
169,2021-11-29 09:00:00+07:00,9000.0,41,9132.0,-173.0,SELL,-0.013098425086876534
170,2021-11-29 14:00:00+07:00,9000.0,32,9032.0,0.0,BUY,0.032949185490892915
171,2021-11-30 13:00:00+07:00,8800.0,40,9032.0,-272.0,SELL,-0.10122893429629146
172,2021-12-06 09:00:00+07:00,9000.0,32,9032.0,0.0,BUY,0.026746540123811363
173,2021-12-06 10:00:00+07:00,8700.0,40,9032.0,-372.0,SELL,-0.06928199955401107
174,2021-12-06 14:00:00+07:00,8700.0,31,8731.0,0.0,BUY,0.0014581159460357986
175,2021-12-16 09:00:00+07:00,9000.0,41,8731.0,228.0,SELL,-0.002813158619056697
176,2021-12-16 15:00:00+07:00,8900.0,32,8932.0,0.0,BUY,0.0013383804870849504
177,2021-12-20 09:00:00+07:00,8700.0,40,8932.0,-272.0,SELL,-0.06200965879479042
178,2021-12-20 13:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.09472462630404971
179,2021-12-24 10:00:00+07:00,8700.0,40,8530.0,130.0,SELL,-0.13141348807572656
180,2021-12-29 14:00:00+07:00,8700.0,31,8731.0,0.0,BUY,0.005678745070493074
181,2021-12-30 11:00:00+07:00,8700.0,40,8731.0,-71.0,SELL,-0.018865464928603276
182,2022-01-03 14:00:00+07:00,9100.0,32,9132.0,0.0,BUY,0.18467118553229175
183,2022-01-06 13:00:00+07:00,8500.0,39,9132.0,-671.0,SELL,-0.027794055583389866
184,2022-01-06 14:00:00+07:00,8600.0,30,8630.0,0.0,BUY,0.07466344956008848
185,2022-01-07 10:00:00+07:00,8500.0,39,8630.0,-169.0,SELL,-0.149083745246434
186,2022-01-10 13:00:00+07:00,8600.0,30,8630.0,0.0,BUY,0.008580562568649598
187,2022-01-18 13:00:00+07:00,8800.0,40,8630.0,130.0,SELL,-0.013465957852673653
188,2022-01-18 14:00:00+07:00,9100.0,32,9132.0,0.0,BUY,0.005700797452056286
189,2022-01-18 15:00:00+07:00,9000.0,41,9132.0,-173.0,SELL,-0.07187001588156319
190,2022-01-21 14:00:00+07:00,8700.0,31,8731.0,0.0,BUY,0.17347748631291002
191,2022-01-25 14:00:00+07:00,8000.0,36,8731.0,-767.0,SELL,-0.34615790145185665
192,2022-01-31 09:00:00+07:00,8200.0,29,8229.0,0.0,BUY,0.1457832620744996
193,2022-02-07 09:00:00+07:00,8200.0,37,8229.0,-66.0,SELL,-0.003657337473693891
194,2022-02-07 10:00:00+07:00,8400.0,30,8430.0,0.0,BUY,0.18269901103544536
195,2022-02-08 10:00:00+07:00,8400.0,38,8430.0,-68.0,SELL,-0.050907891854379245
196,2022-02-11 14:00:00+07:00,8500.0,30,8530.0,0.0,BUY,0.010113426004444587
197,2022-02-14 10:00:00+07:00,8200.0,37,8530.0,-367.0,SELL,-0.03709202778851753
198,2022-02-14 13:00:00+07:00,8300.0,29,8329.0,0.0,BUY,0.004709768384456776
199,2022-02-18 14:00:00+07:00,8300.0,38,8329.0,-67.0,SELL,-0.11001972569370896
200,2022-02-22 14:00:00+07:00,8100.0,29,8129.0,0.0,BUY,0.11984136710376432
201,2022-02-24 10:00:00+07:00,7600.0,34,8129.0,-563.0,SELL,-0.2946406553066811
202,2022-02-24 13:00:00+07:00,7800.0,28,7828.0,0.0,BUY,0.0928514642161817
203,2022-03-04 13:00:00+07:00,7900.0,36,7828.0,36.0,SELL,-0.007991318381710672
204,2022-03-11 15:00:00+07:00,8100.0,29,8129.0,0.0,BUY,0.04502736350425427
205,2022-03-17 14:00:00+07:00,7900.0,36,8129.0,-265.0,SELL,-0.09118297939452945
206,2022-03-23 14:00:00+07:00,7700.0,27,7727.0,0.0,BUY,0.3349490852408154
207,2022-03-24 14:00:00+07:00,7100.0,32,7727.0,-659.0,SELL,-0.014362515771375496
208,2022-03-25 10:00:00+07:00,7000.0,25,7025.0,0.0,BUY,0.018878132418080965
209,2022-03-29 11:00:00+07:00,7300.0,33,7025.0,242.0,SELL,-0.0915361586349899
210,2022-03-29 14:00:00+07:00,7300.0,26,7326.0,0.0,BUY,0.0014014941960465775
211,2022-03-30 09:00:00+07:00,7500.0,34,7326.0,140.0,SELL,-0.12349030280966994
212,2022-03-30 10:00:00+07:00,7500.0,27,7527.0,0.0,BUY,0.13406361549556717
213,2022-04-06 11:00:00+07:00,7600.0,34,7527.0,39.0,SELL,-0.011026703569054616
214,2022-04-07 14:00:00+07:00,8100.0,29,8129.0,0.0,BUY,0.2764401311850746
