,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,CMF,DC_hband,DC_mband,DC_lband
0,2020-04-24 10:00:00+07:00,17300.0,62,17362.0,0.0,BUY,0.27751378801730636,192.0,182.5,173.0
1,2020-04-30 14:00:00+07:00,15400.0,70,17362.0,-2032.0,SELL,-0.16974789204139862,162.0,156.0,150.0
2,2020-05-29 09:00:00+07:00,14000.0,50,14050.0,0.0,BUY,0.01141981887892287,145.0,137.5,130.0
3,2020-06-02 11:00:00+07:00,14500.0,66,14050.0,384.0,SELL,-0.08595912777867701,145.0,140.0,135.0
4,2020-06-25 13:00:00+07:00,17700.0,63,17763.0,0.0,BUY,0.039290826626322696,184.0,177.0,170.0
5,2020-07-03 09:00:00+07:00,16900.0,77,17763.0,-940.0,SELL,-0.021475761668713438,176.0,170.0,164.0
6,2020-07-07 09:00:00+07:00,16500.0,59,16559.0,0.0,BUY,0.07972939787099208,172.0,168.5,165.0
7,2020-07-08 10:00:00+07:00,16800.0,77,16559.0,164.0,SELL,-0.3053219855323859,172.0,168.0,164.0
8,2020-07-08 11:00:00+07:00,17300.0,62,17362.0,0.0,BUY,0.14560892874606243,174.0,169.0,164.0
9,2020-07-28 09:00:00+07:00,23400.0,107,17362.0,5931.0,SELL,-0.11915958208852376,234.0,226.0,218.0
10,2020-08-03 09:00:00+07:00,20600.0,74,20674.0,0.0,BUY,0.3996973229625015,242.0,224.0,206.0
11,2020-08-05 11:00:00+07:00,22000.0,101,20674.0,1225.0,SELL,-0.12209125281123945,232.0,219.0,206.0
12,2020-08-18 10:00:00+07:00,25200.0,90,25290.0,0.0,BUY,0.4848832351335119,254.0,239.0,224.0
13,2020-08-27 14:00:00+07:00,24200.0,111,25290.0,-1201.0,SELL,-0.20691998769425984,256.0,244.0,232.0
14,2020-09-22 14:00:00+07:00,21800.0,78,21878.0,0.0,BUY,0.10731468205147007,226.0,217.0,208.0
15,2020-10-12 09:00:00+07:00,23400.0,107,21878.0,1415.0,SELL,-0.18803345456526807,238.0,233.0,228.0
16,2020-11-09 14:00:00+07:00,22600.0,81,22681.0,0.0,BUY,0.09112237072315986,228.0,220.0,212.0
17,2020-11-20 10:00:00+07:00,25200.0,115,22681.0,2404.0,SELL,-0.22518775445554243,262.0,252.0,242.0
18,2020-11-30 15:00:00+07:00,26000.0,93,26093.0,0.0,BUY,0.026543062208839806,280.0,270.0,260.0
19,2020-12-10 10:00:00+07:00,24600.0,113,26093.0,-1606.0,SELL,-0.06850547490548267,256.0,246.0,236.0
