,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,DC_hband,DC_mband,DC_lband
267,2021-11-26 14:00:00+07:00,21600.0,99,22079.0,-578.0,SELL,224.0,219.0,214.0
268,2021-12-02 14:00:00+07:00,22200.0,79,22279.0,0.0,BUY,228.0,221.0,214.0
269,2021-12-03 14:00:00+07:00,22200.0,102,22279.0,-181.0,SELL,228.0,221.0,214.0
270,2021-12-07 11:00:00+07:00,22000.0,79,22079.0,0.0,BUY,228.0,224.0,220.0
271,2021-12-23 15:00:00+07:00,19200.0,88,22079.0,-2967.0,SELL,192.0,191.0,190.0
272,2021-12-27 15:00:00+07:00,19100.0,68,19168.0,0.0,BUY,193.0,192.0,191.0
273,2021-12-30 13:00:00+07:00,19100.0,87,19168.0,-155.0,SELL,193.0,191.5,190.0
274,2022-01-03 09:00:00+07:00,19200.0,69,19269.0,0.0,BUY,193.0,191.5,190.0
275,2022-01-03 11:00:00+07:00,19300.0,88,19269.0,-57.0,SELL,193.0,191.5,190.0
276,2022-01-04 09:00:00+07:00,19600.0,70,19670.0,0.0,BUY,197.0,193.5,190.0
277,2022-01-05 09:00:00+07:00,20000.0,92,19670.0,238.0,SELL,200.0,195.0,190.0
278,2022-01-10 11:00:00+07:00,19300.0,69,19369.0,0.0,BUY,200.0,196.5,193.0
279,2022-01-13 09:00:00+07:00,19300.0,88,19369.0,-157.0,SELL,195.0,193.0,191.0
280,2022-01-17 10:00:00+07:00,19400.0,69,19469.0,0.0,BUY,196.0,193.5,191.0
281,2022-01-18 10:00:00+07:00,19200.0,88,19469.0,-357.0,SELL,196.0,193.5,191.0
282,2022-01-18 15:00:00+07:00,19000.0,68,19068.0,0.0,BUY,196.0,193.0,190.0
283,2022-01-24 09:00:00+07:00,19000.0,87,19068.0,-155.0,SELL,192.0,190.5,189.0
284,2022-01-25 09:00:00+07:00,18900.0,68,18968.0,0.0,BUY,192.0,190.5,189.0
285,2022-02-03 10:00:00+07:00,19000.0,87,18968.0,-55.0,SELL,190.0,187.0,184.0
286,2022-02-03 14:00:00+07:00,19200.0,69,19269.0,0.0,BUY,193.0,190.0,187.0
287,2022-02-04 09:00:00+07:00,19000.0,87,19269.0,-356.0,SELL,193.0,190.0,187.0
288,2022-02-10 09:00:00+07:00,19600.0,70,19670.0,0.0,BUY,198.0,193.0,188.0
289,2022-02-10 14:00:00+07:00,19400.0,89,19670.0,-359.0,SELL,198.0,193.0,188.0
290,2022-02-16 10:00:00+07:00,19300.0,69,19369.0,0.0,BUY,194.0,191.5,189.0
291,2022-02-16 11:00:00+07:00,19300.0,88,19369.0,-157.0,SELL,193.0,191.0,189.0
292,2022-02-21 14:00:00+07:00,19500.0,70,19570.0,0.0,BUY,198.0,195.0,192.0
293,2022-02-22 09:00:00+07:00,19400.0,89,19570.0,-259.0,SELL,198.0,195.5,193.0
294,2022-02-24 10:00:00+07:00,19200.0,69,19269.0,0.0,BUY,197.0,194.5,192.0
295,2022-03-04 09:00:00+07:00,18900.0,86,19269.0,-455.0,SELL,192.0,190.0,188.0
296,2022-03-04 14:00:00+07:00,18800.0,67,18867.0,0.0,BUY,192.0,190.0,188.0
297,2022-03-07 09:00:00+07:00,18800.0,86,18867.0,-153.0,SELL,192.0,189.0,186.0
298,2022-03-08 09:00:00+07:00,18800.0,67,18867.0,0.0,BUY,192.0,188.0,184.0
299,2022-03-08 11:00:00+07:00,18800.0,86,18867.0,-153.0,SELL,192.0,188.0,184.0
300,2022-03-08 15:00:00+07:00,18200.0,65,18265.0,0.0,BUY,192.0,187.0,182.0
301,2022-03-15 09:00:00+07:00,18800.0,86,18265.0,449.0,SELL,193.0,189.5,186.0
302,2022-03-16 15:00:00+07:00,18600.0,66,18666.0,0.0,BUY,193.0,189.5,186.0
303,2022-03-21 13:00:00+07:00,18600.0,85,18666.0,-151.0,SELL,189.0,186.5,184.0
304,2022-03-22 09:00:00+07:00,18700.0,67,18767.0,0.0,BUY,189.0,186.5,184.0
305,2022-03-22 10:00:00+07:00,18600.0,85,18767.0,-252.0,SELL,189.0,186.5,184.0
306,2022-03-25 14:00:00+07:00,18500.0,66,18566.0,0.0,BUY,188.0,186.5,185.0
307,2022-03-28 11:00:00+07:00,18600.0,85,18566.0,-51.0,SELL,188.0,186.0,184.0
308,2022-03-29 09:00:00+07:00,18700.0,67,18767.0,0.0,BUY,189.0,186.5,184.0
309,2022-03-29 10:00:00+07:00,18600.0,85,18767.0,-252.0,SELL,189.0,186.5,184.0
310,2022-03-30 11:00:00+07:00,18400.0,66,18466.0,0.0,BUY,189.0,186.5,184.0
311,2022-04-01 14:00:00+07:00,18500.0,85,18466.0,-51.0,SELL,187.0,185.5,184.0
312,2022-04-04 11:00:00+07:00,18600.0,66,18666.0,0.0,BUY,187.0,185.5,184.0
313,2022-04-04 15:00:00+07:00,18700.0,86,18666.0,-52.0,SELL,187.0,185.5,184.0
314,2022-04-07 10:00:00+07:00,18500.0,66,18566.0,0.0,BUY,188.0,186.5,185.0
315,2022-04-18 14:00:00+07:00,17000.0,78,18566.0,-1644.0,SELL,173.0,170.5,168.0
316,2022-04-19 09:00:00+07:00,17500.0,63,17563.0,0.0,BUY,175.0,171.5,168.0
317,2022-04-19 11:00:00+07:00,17200.0,79,17563.0,-442.0,SELL,175.0,172.5,170.0
318,2022-04-20 11:00:00+07:00,17300.0,62,17362.0,0.0,BUY,175.0,172.5,170.0
319,2022-04-20 14:00:00+07:00,17100.0,78,17362.0,-340.0,SELL,175.0,172.5,170.0
