,Date,Close Price,Fee,Purchased Price,Capital Gain,Order,CMF,MACD_line,MACD_histogram,MACD_signal,DC_hband,DC_mband,DC_lband
0,450,12000.0,43,12043.0,0,BUY,0.0777711467043389,-4.347793084937351,-0.6582975928896384,-3.689495492047712,135.0,127.5,120.0
